1, 0.737618060354757
2, 0.7392305920294863
3, 0.7390002303616678
4, 0.7392305920294863
5, 0.7456807187284036
6, 0.7459110803962221
7, 0.7459110803962221
8, 0.7394609536973048
9, 0.7399216770329418
10, 0.7413038470398525
11, 0.7399216770329418
12, 0.7392305920294863
13, 0.7472932504031329
14, 0.7461414420640405
15, 0.7456807187284036
16, 0.7477539737387698
17, 0.737618060354757
18, 0.73715733701912
19, 0.7396913153651232
20, 0.7415342087076711
21, 0.73715733701912
22, 0.7373876986869385
23, 0.7396913153651232
24, 0.737618060354757
25, 0.7394609536973048
26, 0.737618060354757
27, 0.7431467403824004
28, 0.7456807187284036
29, 0.7396913153651232
30, 0.7390002303616678
31, 0.73715733701912
32, 0.7390002303616678
33, 0.7438378253858557
34, 0.7373876986869385
35, 0.7396913153651232
36, 0.73715733701912
37, 0.7410734853720341
38, 0.7440681870536743
39, 0.7463718037318591
40, 0.7477539737387698
41, 0.7466021653996775
42, 0.7454503570605852
43, 0.7463718037318591
44, 0.7470628887353145
